eta,f,f_linha,f_duas_linhas
2.1480000000e+00,7.4610322888e-01,6.6826609155e-01,2.5333079034e-01
2.1490000000e+00,7.4677162162e-01,6.6851937508e-01,2.5323626019e-01
2.1500000000e+00,7.4744026760e-01,6.6877256405e-01,2.5314168070e-01
2.1510000000e+00,7.4810916671e-01,6.6902565842e-01,2.5304705192e-01
2.1520000000e+00,7.4877831888e-01,6.6927865814e-01,2.5295237390e-01
2.1530000000e+00,7.4944772400e-01,6.6953156315e-01,2.5285764668e-01
2.1540000000e+00,7.5011738198e-01,6.6978437341e-01,2.5276287033e-01
2.1550000000e+00,7.5078729271e-01,6.7003708888e-01,2.5266804488e-01
2.1560000000e+00,7.5145745612e-01,6.7028970949e-01,2.5257317039e-01
2.1570000000e+00,7.5212787210e-01,6.7054223520e-01,2.5247824690e-01
2.1580000000e+00,7.5279854056e-01,6.7079466597e-01,2.5238327448e-01
2.1590000000e+00,7.5346946140e-01,6.7104700173e-01,2.5228825316e-01
2.1600000000e+00,7.5414063453e-01,6.7129924246e-01,2.5219318300e-01
2.1610000000e+00,7.5481205986e-01,6.7155138808e-01,2.5209806405e-01
2.1620000000e+00,7.5548373728e-01,6.7180343857e-01,2.5200289636e-01
2.1630000000e+00,7.5615566670e-01,6.7205539386e-01,2.5190767998e-01
2.1640000000e+00,7.5682784803e-01,6.7230725391e-01,2.5181241495e-01
2.1650000000e+00,7.5750028118e-01,6.7255901867e-01,2.5171710134e-01
2.1660000000e+00,7.5817296604e-01,6.7281068810e-01,2.5162173920e-01
2.1670000000e+00,7.5884590252e-01,6.7306226214e-01,2.5152632856e-01
2.1680000000e+00,7.5951909053e-01,6.7331374074e-01,2.5143086949e-01
2.1690000000e+00,7.6019252997e-01,6.7356512386e-01,2.5133536203e-01
2.1700000000e+00,7.6086622075e-01,6.7381641145e-01,2.5123980624e-01
2.1710000000e+00,7.6154016276e-01,6.7406760345e-01,2.5114420217e-01
2.1720000000e+00,7.6221435592e-01,6.7431869983e-01,2.5104854986e-01
2.1730000000e+00,7.6288880013e-01,6.7456970054e-01,2.5095284938e-01
2.1740000000e+00,7.6356349529e-01,6.7482060552e-01,2.5085710076e-01
2.1750000000e+00,7.6423844131e-01,6.7507141472e-01,2.5076130407e-01
2.1760000000e+00,7.6491363809e-01,6.7532212811e-01,2.5066545935e-01
2.1770000000e+00,7.6558908553e-01,6.7557274563e-01,2.5056956666e-01
2.1780000000e+00,7.6626478355e-01,6.7582326723e-01,2.5047362604e-01
2.1790000000e+00,7.6694073204e-01,6.7607369286e-01,2.5037763756e-01
2.1800000000e+00,7.6761693090e-01,6.7632402249e-01,2.5028160125e-01
2.1810000000e+00,7.6829338005e-01,6.7657425605e-01,2.5018551718e-01
2.1820000000e+00,7.6897007938e-01,6.7682439350e-01,2.5008938539e-01
2.1830000000e+00,7.6964702880e-01,6.7707443480e-01,2.4999320594e-01
2.1840000000e+00,7.7032422822e-01,6.7732437990e-01,2.4989697888e-01
2.1850000000e+00,7.7100167753e-01,6.7757422875e-01,2.4980070426e-01
2.1860000000e+00,7.7167937664e-01,6.7782398129e-01,2.4970438214e-01
2.1870000000e+00,7.7235732546e-01,6.7807363749e-01,2.4960801256e-01
2.1880000000e+00,7.7303552389e-01,6.7832319730e-01,2.4951159558e-01
2.1890000000e+00,7.7371397182e-01,6.7857266067e-01,2.4941513125e-01
2.1900000000e+00,7.7439266918e-01,6.7882202755e-01,2.4931861962e-01
2.1910000000e+00,7.7507161585e-01,6.7907129789e-01,2.4922206075e-01
2.1920000000e+00,7.7575081174e-01,6.7932047166e-01,2.4912545469e-01
2.1930000000e+00,7.7643025676e-01,6.7956954879e-01,2.4902880150e-01
2.1940000000e+00,7.7710995081e-01,6.7981852924e-01,2.4893210122e-01
2.1950000000e+00,7.7778989378e-01,6.8006741297e-01,2.4883535390e-01
2.1960000000e+00,7.7847008560e-01,6.8031619993e-01,2.4873855961e-01
2.1970000000e+00,7.7915052615e-01,6.8056489008e-01,2.4864171839e-01
2.1980000000e+00,7.7983121535e-01,6.8081348336e-01,2.4854483030e-01
2.1990000000e+00,7.8051215309e-01,6.8106197972e-01,2.4844789539e-01
2.2000000000e+00,7.8119333927e-01,6.8131037913e-01,2.4835091372e-01
2.2010000000e+00,7.8187477381e-01,6.8155868153e-01,2.4825388533e-01
2.2020000000e+00,7.8255645660e-01,6.8180688689e-01,2.4815681029e-01
2.2030000000e+00,7.8323838755e-01,6.8205499514e-01,2.4805968863e-01
2.2040000000e+00,7.8392056656e-01,6.8230300625e-01,2.4796252043e-01
2.2050000000e+00,7.8460299353e-01,6.8255092016e-01,2.4786530573e-01
2.2060000000e+00,7.8528566837e-01,6.8279873684e-01,2.4776804459e-01
2.2070000000e+00,7.8596859098e-01,6.8304645624e-01,2.4767073706e-01
2.2080000000e+00,7.8665176125e-01,6.8329407830e-01,2.4757338319e-01
2.2090000000e+00,7.8733517910e-01,6.8354160299e-01,2.4747598304e-01
2.2100000000e+00,7.8801884442e-01,6.8378903025e-01,2.4737853666e-01
2.2110000000e+00,7.8870275713e-01,6.8403636005e-01,2.4728104411e-01
2.2120000000e+00,7.8938691711e-01,6.8428359233e-01,2.4718350544e-01
2.2130000000e+00,7.9007132428e-01,6.8453072704e-01,2.4708592070e-01
2.2140000000e+00,7.9075597853e-01,6.8477776415e-01,2.4698828995e-01
2.2150000000e+00,7.9144087978e-01,6.8502470361e-01,2.4689061325e-01
2.2160000000e+00,7.9212602791e-01,6.8527154536e-01,2.4679289065e-01
2.2170000000e+00,7.9281142283e-01,6.8551828937e-01,2.4669512220e-01
2.2180000000e+00,7.9349706445e-01,6.8576493559e-01,2.4659730795e-01
2.2190000000e+00,7.9418295267e-01,6.8601148397e-01,2.4649944797e-01
2.2200000000e+00,7.9486908739e-01,6.8625793447e-01,2.4640154231e-01
2.2210000000e+00,7.9555546851e-01,6.8650428704e-01,2.4630359102e-01
2.2220000000e+00,7.9624209593e-01,6.8675054164e-01,2.4620559416e-01
2.2230000000e+00,7.9692896956e-01,6.8699669822e-01,2.4610755178e-01
2.2240000000e+00,7.9761608929e-01,6.8724275673e-01,2.4600946394e-01
2.2250000000e+00,7.9830345504e-01,6.8748871713e-01,2.4591133070e-01
2.2260000000e+00,7.9899106670e-01,6.8773457937e-01,2.4581315210e-01
2.2270000000e+00,7.9967892417e-01,6.8798034342e-01,2.4571492820e-01
2.2280000000e+00,8.0036702735e-01,6.8822600922e-01,2.4561665907e-01
2.2290000000e+00,8.0105537615e-01,6.8847157672e-01,2.4551834475e-01
2.2300000000e+00,8.0174397047e-01,6.8871704589e-01,2.4541998529e-01
2.2310000000e+00,8.0243281021e-01,6.8896241668e-01,2.4532158077e-01
2.2320000000e+00,8.0312189527e-01,6.8920768904e-01,2.4522313123e-01
2.2330000000e+00,8.0381122556e-01,6.8945286292e-01,2.4512463672e-01
2.2340000000e+00,8.0450080096e-01,6.8969793830e-01,2.4502609731e-01
2.2350000000e+00,8.0519062140e-01,6.8994291510e-01,2.4492751305e-01
2.2360000000e+00,8.0588068676e-01,6.9018779331e-01,2.4482888399e-01
2.2370000000e+00,8.0657099695e-01,6.9043257286e-01,2.4473021020e-01
2.2380000000e+00,8.0726155187e-01,6.9067725371e-01,2.4463149172e-01
2.2390000000e+00,8.0795235143e-01,6.9092183583e-01,2.4453272862e-01
2.2400000000e+00,8.0864339551e-01,6.9116631915e-01,2.4443392095e-01
2.2410000000e+00,8.0933468403e-01,6.9141070365e-01,2.4433506876e-01
2.2420000000e+00,8.1002621689e-01,6.9165498928e-01,2.4423617212e-01
2.2430000000e+00,8.1071799398e-01,6.9189917598e-01,2.4413723108e-01
2.2440000000e+00,8.1141001521e-01,6.9214326372e-01,2.4403824569e-01
2.2450000000e+00,8.1210228047e-01,6.9238725246e-01,2.4393921602e-01
2.2460000000e+00,8.1279478968e-01,6.9263114214e-01,2.4384014212e-01
2.2470000000e+00,8.1348754272e-01,6.9287493273e-01,2.4374102404e-01
2.2480000000e+00,8.1418053951e-01,6.9311862418e-01,2.4364186185e-01
2.2490000000e+00,8.1487377994e-01,6.9336221644e-01,2.4354265560e-01
2.2500000000e+00,8.1556726391e-01,6.9360570947e-01,2.4344340535e-01
2.2510000000e+00,8.1626099133e-01,6.9384910323e-01,2.4334411115e-01
2.2520000000e+00,8.1695496208e-01,6.9409239768e-01,2.4324477306e-01
2.2530000000e+00,8.1764917609e-01,6.9433559277e-01,2.4314539114e-01
2.2540000000e+00,8.1834363324e-01,6.9457868845e-01,2.4304596545e-01
2.2550000000e+00,8.1903833343e-01,6.9482168468e-01,2.4294649604e-01
2.2560000000e+00,8.1973327657e-01,6.9506458142e-01,2.4284698298e-01
2.2570000000e+00,8.2042846256e-01,6.9530737863e-01,2.4274742631e-01
2.2580000000e+00,8.2112389130e-01,6.9555007626e-01,2.4264782610e-01
2.2590000000e+00,8.2181956268e-01,6.9579267427e-01,2.4254818240e-01
2.2600000000e+00,8.2251547661e-01,6.9603517261e-01,2.4244849528e-01
2.2610000000e+00,8.2321163299e-01,6.9627757125e-01,2.4234876478e-01
2.2620000000e+00,8.2390803172e-01,6.9651987013e-01,2.4224899097e-01
2.2630000000e+00,8.2460467270e-01,6.9676206921e-01,2.4214917391e-01
2.2640000000e+00,8.2530155583e-01,6.9700416846e-01,2.4204931365e-01
2.2650000000e+00,8.2599868100e-01,6.9724616783e-01,2.4194941026e-01
2.2660000000e+00,8.2669604813e-01,6.9748806727e-01,2.4184946378e-01
2.2670000000e+00,8.2739365710e-01,6.9772986674e-01,2.4174947428e-01
2.2680000000e+00,8.2809150783e-01,6.9797156620e-01,2.4164944182e-01
2.2690000000e+00,8.2878960020e-01,6.9821316561e-01,2.4154936645e-01
2.2700000000e+00,8.2948793413e-01,6.9845466492e-01,2.4144924823e-01
2.2710000000e+00,8.3018650950e-01,6.9869606409e-01,2.4134908723e-01
2.2720000000e+00,8.3088532622e-01,6.9893736308e-01,2.4124888350e-01
2.2730000000e+00,8.3158438419e-01,6.9917856184e-01,2.4114863709e-01
2.2740000000e+00,8.3228368331e-01,6.9941966034e-01,2.4104834807e-01
2.2750000000e+00,8.3298322348e-01,6.9966065853e-01,2.4094801650e-01
2.2760000000e+00,8.3368300460e-01,6.9990155636e-01,2.4084764244e-01
2.2770000000e+00,8.3438302656e-01,7.0014235380e-01,2.4074722594e-01
2.2780000000e+00,8.3508328927e-01,7.0038305080e-01,2.4064676706e-01
2.2790000000e+00,8.3578379263e-01,7.0062364732e-01,2.4054626586e-01
2.2800000000e+00,8.3648453653e-01,7.0086414332e-01,2.4044572241e-01
2.2810000000e+00,8.3718552088e-01,7.0110453875e-01,2.4034513675e-01
2.2820000000e+00,8.3788674557e-01,7.0134483357e-01,2.4024450896e-01
2.2830000000e+00,8.3858821051e-01,7.0158502775e-01,2.4014383908e-01
2.2840000000e+00,8.3928991560e-01,7.0182512124e-01,2.4004312719e-01
2.2850000000e+00,8.3999186072e-01,7.0206511399e-01,2.3994237333e-01
2.2860000000e+00,8.4069404579e-01,7.0230500597e-01,2.3984157757e-01
2.2870000000e+00,8.4139647070e-01,7.0254479713e-01,2.3974073996e-01
2.2880000000e+00,8.4209913535e-01,7.0278448744e-01,2.3963986057e-01
2.2890000000e+00,8.4280203964e-01,7.0302407684e-01,2.3953893946e-01
2.2900000000e+00,8.4350518347e-01,7.0326356530e-01,2.3943797669e-01
2.2910000000e+00,8.4420856674e-01,7.0350295278e-01,2.3933697231e-01
2.2920000000e+00,8.4491218934e-01,7.0374223923e-01,2.3923592638e-01
2.2930000000e+00,8.4561605118e-01,7.0398142462e-01,2.3913483898e-01
2.2940000000e+00,8.4632015216e-01,7.0422050890e-01,2.3903371015e-01
2.2950000000e+00,8.4702449217e-01,7.0445949203e-01,2.3893253995e-01
2.2960000000e+00,8.4772907111e-01,7.0469837396e-01,2.3883132845e-01
2.2970000000e+00,8.4843388888e-01,7.0493715467e-01,2.3873007571e-01
2.2980000000e+00,8.4913894538e-01,7.0517583410e-01,2.3862878179e-01
2.2990000000e+00,8.4984424052e-01,7.0541441222e-01,2.3852744674e-01
2.3000000000e+00,8.5054977418e-01,7.0565288898e-01,2.3842607063e-01
2.3010000000e+00,8.5125554626e-01,7.0589126435e-01,2.3832465352e-01
2.3020000000e+00,8.5196155667e-01,7.0612953827e-01,2.3822319547e-01
2.3030000000e+00,8.5266780530e-01,7.0636771072e-01,2.3812169654e-01
2.3040000000e+00,8.5337429206e-01,7.0660578165e-01,2.3802015678e-01
2.3050000000e+00,8.5408101683e-01,7.0684375102e-01,2.3791857627e-01
2.3060000000e+00,8.5478797953e-01,7.0708161879e-01,2.3781695506e-01
2.3070000000e+00,8.5549518004e-01,7.0731938492e-01,2.3771529322e-01
2.3080000000e+00,8.5620261826e-01,7.0755704937e-01,2.3761359080e-01
2.3090000000e+00,8.5691029410e-01,7.0779461209e-01,2.3751184786e-01
2.3100000000e+00,8.5761820745e-01,7.0803207305e-01,2.3741006447e-01
2.3110000000e+00,8.5832635821e-01,7.0826943220e-01,2.3730824069e-01
2.3120000000e+00,8.5903474628e-01,7.0850668952e-01,2.3720637657e-01
2.3130000000e+00,8.5974337156e-01,7.0874384494e-01,2.3710447219e-01
2.3140000000e+00,8.6045223394e-01,7.0898089845e-01,2.3700252759e-01
2.3150000000e+00,8.6116133332e-01,7.0921784999e-01,2.3690054285e-01
2.3160000000e+00,8.6187066960e-01,7.0945469952e-01,2.3679851803e-01
2.3170000000e+00,8.6258024269e-01,7.0969144701e-01,2.3669645318e-01
2.3180000000e+00,8.6329005246e-01,7.0992809241e-01,2.3659434836e-01
2.3190000000e+00,8.6400009884e-01,7.1016463569e-01,2.3649220365e-01
2.3200000000e+00,8.6471038170e-01,7.1040107681e-01,2.3639001910e-01
2.3210000000e+00,8.6542090096e-01,7.1063741572e-01,2.3628779477e-01
2.3220000000e+00,8.6613165650e-01,7.1087365238e-01,2.3618553072e-01
2.3230000000e+00,8.6684264823e-01,7.1110978676e-01,2.3608322702e-01
2.3240000000e+00,8.6755387604e-01,7.1134581882e-01,2.3598088373e-01
2.3250000000e+00,8.6826533983e-01,7.1158174852e-01,2.3587850091e-01
2.3260000000e+00,8.6897703950e-01,7.1181757581e-01,2.3577607863e-01
2.3270000000e+00,8.6968897495e-01,7.1205330066e-01,2.3567361694e-01
2.3280000000e+00,8.7040114607e-01,7.1228892303e-01,2.3557111590e-01
2.3290000000e+00,8.7111355276e-01,7.1252444288e-01,2.3546857559e-01
2.3300000000e+00,8.7182619492e-01,7.1275986017e-01,2.3536599605e-01
2.3310000000e+00,8.7253907245e-01,7.1299517486e-01,2.3526337737e-01
2.3320000000e+00,8.7325218524e-01,7.1323038691e-01,2.3516071959e-01
2.3330000000e+00,8.7396553319e-01,7.1346549629e-01,2.3505802278e-01
2.3340000000e+00,8.7467911619e-01,7.1370050295e-01,2.3495528700e-01
2.3350000000e+00,8.7539293416e-01,7.1393540685e-01,2.3485251231e-01
2.3360000000e+00,8.7610698697e-01,7.1417020796e-01,2.3474969879e-01
2.3370000000e+00,8.7682127454e-01,7.1440490623e-01,2.3464684648e-01
2.3380000000e+00,8.7753579675e-01,7.1463950164e-01,2.3454395546e-01
2.3390000000e+00,8.7825055351e-01,7.1487399413e-01,2.3444102579e-01
2.3400000000e+00,8.7896554471e-01,7.1510838368e-01,2.3433805752e-01
2.3410000000e+00,8.7968077024e-01,7.1534267023e-01,2.3423505073e-01
2.3420000000e+00,8.8039623001e-01,7.1557685376e-01,2.3413200547e-01
2.3430000000e+00,8.8111192391e-01,7.1581093423e-01,2.3402892182e-01
2.3440000000e+00,8.8182785185e-01,7.1604491160e-01,2.3392579982e-01
2.3450000000e+00,8.8254401370e-01,7.1627878582e-01,2.3382263955e-01
2.3460000000e+00,8.8326040938e-01,7.1651255686e-01,2.3371944107e-01
2.3470000000e+00,8.8397703878e-01,7.1674622469e-01,2.3361620444e-01
2.3480000000e+00,8.8469390180e-01,7.1697978926e-01,2.3351292973e-01
2.3490000000e+00,8.8541099833e-01,7.1721325053e-01,2.3340961700e-01
2.3500000000e+00,8.8612832826e-01,7.1744660848e-01,2.3330626631e-01
2.3510000000e+00,8.8684589151e-01,7.1767986305e-01,2.3320287773e-01
2.3520000000e+00,8.8756368796e-01,7.1791301422e-01,2.3309945132e-01
2.3530000000e+00,8.8828171750e-01,7.1814606194e-01,2.3299598714e-01
2.3540000000e+00,8.8899998005e-01,7.1837900618e-01,2.3289248526e-01
2.3550000000e+00,8.8971847548e-01,7.1861184690e-01,2.3278894575e-01
2.3560000000e+00,8.9043720371e-01,7.1884458406e-01,2.3268536866e-01
2.3570000000e+00,8.9115616461e-01,7.1907721763e-01,2.3258175406e-01
2.3580000000e+00,8.9187535811e-01,7.1930974756e-01,2.3247810202e-01
2.3590000000e+00,8.9259478408e-01,7.1954217382e-01,2.3237441259e-01
2.3600000000e+00,8.9331444242e-01,7.1977449637e-01,2.3227068585e-01
2.3610000000e+00,8.9403433303e-01,7.2000671518e-01,2.3216692186e-01
2.3620000000e+00,8.9475445581e-01,7.2023883020e-01,2.3206312067e-01
2.3630000000e+00,8.9547481066e-01,7.2047084141e-01,2.3195928237e-01
2.3640000000e+00,8.9619539746e-01,7.2070274875e-01,2.3185540700e-01
2.3650000000e+00,8.9691621612e-01,7.2093455221e-01,2.3175149464e-01
2.3660000000e+00,8.9763726653e-01,7.2116625173e-01,2.3164754535e-01
2.3670000000e+00,8.9835854859e-01,7.2139784729e-01,2.3154355919e-01
2.3680000000e+00,8.9908006219e-01,7.2162933884e-01,2.3143953623e-01
2.3690000000e+00,8.9980180723e-01,7.2186072635e-01,2.3133547654e-01
2.3700000000e+00,9.0052378361e-01,7.2209200978e-01,2.3123138017e-01
2.3710000000e+00,9.0124599122e-01,7.2232318910e-01,2.3112724720e-01
2.3720000000e+00,9.0196842995e-01,7.2255426426e-01,2.3102307769e-01
2.3730000000e+00,9.0269109971e-01,7.2278523524e-01,2.3091887170e-01
2.3740000000e+00,9.0341400039e-01,7.2301610199e-01,2.3081462930e-01
2.3750000000e+00,9.0413713188e-01,7.2324686449e-01,2.3071035056e-01
2.3760000000e+00,9.0486049408e-01,7.2347752268e-01,2.3060603553e-01
2.3770000000e+00,9.0558408689e-01,7.2370807654e-01,2.3050168429e-01
2.3780000000e+00,9.0630791020e-01,7.2393852604e-01,2.3039729689e-01
2.3790000000e+00,9.0703196391e-01,7.2416887113e-01,2.3029287342e-01
2.3800000000e+00,9.0775624791e-01,7.2439911177e-01,2.3018841392e-01
2.3810000000e+00,9.0848076210e-01,7.2462924794e-01,2.3008391847e-01
2.3820000000e+00,9.0920550637e-01,7.2485927960e-01,2.2997938713e-01
2.3830000000e+00,9.0993048062e-01,7.2508920670e-01,2.2987481996e-01
2.3840000000e+00,9.1065568475e-01,7.2531902923e-01,2.2977021704e-01
2.3850000000e+00,9.1138111865e-01,7.2554874713e-01,2.2966557843e-01
2.3860000000e+00,9.1210678221e-01,7.2577836037e-01,2.2956090419e-01
2.3870000000e+00,9.1283267533e-01,7.2600786892e-01,2.2945619440e-01
2.3880000000e+00,9.1355879791e-01,7.2623727275e-01,2.2935144910e-01
2.3890000000e+00,9.1428514984e-01,7.2646657181e-01,2.2924666838e-01
2.3900000000e+00,9.1501173102e-01,7.2669576607e-01,2.2914185230e-01
2.3910000000e+00,9.1573854134e-01,7.2692485550e-01,2.2903700092e-01
2.3920000000e+00,9.1646558070e-01,7.2715384006e-01,2.2893211431e-01
2.3930000000e+00,9.1719284898e-01,7.2738271972e-01,2.2882719254e-01
2.3940000000e+00,9.1792034610e-01,7.2761149444e-01,2.2872223567e-01
2.3950000000e+00,9.1864807194e-01,7.2784016418e-01,2.2861724377e-01
2.3960000000e+00,9.1937602639e-01,7.2806872891e-01,2.2851221690e-01
2.3970000000e+00,9.2010420936e-01,7.2829718860e-01,2.2840715514e-01
2.3980000000e+00,9.2083262074e-01,7.2852554321e-01,2.2830205854e-01
2.3990000000e+00,9.2156126041e-01,7.2875379271e-01,2.2819692718e-01
2.4000000000e+00,9.2229012829e-01,7.2898193705e-01,2.2809176112e-01
2.4010000000e+00,9.2301922425e-01,7.2920997622e-01,2.2798656042e-01
2.4020000000e+00,9.2374854820e-01,7.2943791016e-01,2.2788132516e-01
2.4030000000e+00,9.2447810004e-01,7.2966573886e-01,2.2777605540e-01
2.4040000000e+00,9.2520787965e-01,7.2989346226e-01,2.2767075121e-01
2.4050000000e+00,9.2593788693e-01,7.3012108035e-01,2.2756541265e-01
2.4060000000e+00,9.2666812177e-01,7.3034859308e-01,2.2746003979e-01
2.4070000000e+00,9.2739858408e-01,7.3057600041e-01,2.2735463270e-01
2.4080000000e+00,9.2812927374e-01,7.3080330233e-01,2.2724919145e-01
2.4090000000e+00,9.2886019065e-01,7.3103049879e-01,2.2714371610e-01
2.4100000000e+00,9.2959133470e-01,7.3125758975e-01,2.2703820672e-01
2.4110000000e+00,9.3032270579e-01,7.3148457519e-01,2.2693266337e-01
2.4120000000e+00,9.3105430382e-01,7.3171145507e-01,2.2682708613e-01
2.4130000000e+00,9.3178612867e-01,7.3193822935e-01,2.2672147506e-01
2.4140000000e+00,9.3251818024e-01,7.3216489800e-01,2.2661583023e-01
2.4150000000e+00,9.3325045843e-01,7.3239146100e-01,2.2651015170e-01
2.4160000000e+00,9.3398296313e-01,7.3261791830e-01,2.2640443955e-01
2.4170000000e+00,9.3471569423e-01,7.3284426987e-01,2.2629869383e-01
2.4180000000e+00,9.3544865163e-01,7.3307051567e-01,2.2619291463e-01
2.4190000000e+00,9.3618183522e-01,7.3329665568e-01,2.2608710200e-01
2.4200000000e+00,9.3691524491e-01,7.3352268987e-01,2.2598125601e-01
2.4210000000e+00,9.3764888057e-01,7.3374861819e-01,2.2587537674e-01
2.4220000000e+00,9.3838274211e-01,7.3397444061e-01,2.2576946424e-01
2.4230000000e+00,9.3911682942e-01,7.3420015710e-01,2.2566351859e-01
2.4240000000e+00,9.3985114239e-01,7.3442576763e-01,2.2555753986e-01
2.4250000000e+00,9.4058568092e-01,7.3465127217e-01,2.2545152810e-01
2.4260000000e+00,9.4132044490e-01,7.3487667068e-01,2.2534548340e-01
2.4270000000e+00,9.4205543422e-01,7.3510196313e-01,2.2523940581e-01
2.4280000000e+00,9.4279064879e-01,7.3532714948e-01,2.2513329542e-01
2.4290000000e+00,9.4352608848e-01,7.3555222971e-01,2.2502715227e-01
2.4300000000e+00,9.4426175321e-01,7.3577720377e-01,2.2492097645e-01
2.4310000000e+00,9.4499764286e-01,7.3600207165e-01,2.2481476802e-01
2.4320000000e+00,9.4573375732e-01,7.3622683330e-01,2.2470852705e-01
2.4330000000e+00,9.4647009649e-01,7.3645148869e-01,2.2460225360e-01
2.4340000000e+00,9.4720666026e-01,7.3667603780e-01,2.2449594775e-01
2.4350000000e+00,9.4794344853e-01,7.3690048058e-01,2.2438960957e-01
2.4360000000e+00,9.4868046119e-01,7.3712481700e-01,2.2428323911e-01
2.4370000000e+00,9.4941769813e-01,7.3734904704e-01,2.2417683646e-01
2.4380000000e+00,9.5015515924e-01,7.3757317067e-01,2.2407040168e-01
2.4390000000e+00,9.5089284443e-01,7.3779718784e-01,2.2396393484e-01
2.4400000000e+00,9.5163075358e-01,7.3802109853e-01,2.2385743600e-01
2.4410000000e+00,9.5236888659e-01,7.3824490270e-01,2.2375090524e-01
2.4420000000e+00,9.5310724335e-01,7.3846860033e-01,2.2364434262e-01
2.4430000000e+00,9.5384582376e-01,7.3869219137e-01,2.2353774822e-01
2.4440000000e+00,9.5458462770e-01,7.3891567581e-01,2.2343112210e-01
2.4450000000e+00,9.5532365508e-01,7.3913905361e-01,2.2332446433e-01
2.4460000000e+00,9.5606290577e-01,7.3936232473e-01,2.2321777498e-01
2.4470000000e+00,9.5680237969e-01,7.3958548915e-01,2.2311105412e-01
2.4480000000e+00,9.5754207672e-01,7.3980854683e-01,2.2300430181e-01
2.4490000000e+00,9.5828199675e-01,7.4003149774e-01,2.2289751814e-01
2.4500000000e+00,9.5902213968e-01,7.4025434185e-01,2.2279070316e-01
2.4510000000e+00,9.5976250540e-01,7.4047707914e-01,2.2268385694e-01
